Gender,Age,Annual Income,Profession,Bought
female,67,96228,Student,0
male,39,28346,Graphic Designer,1
male,58,38061,Teacher,0
male,54,57369,Business Professional,0
male,68,128047,Graphic Designer,1
female,54,28044,Accountant,0
female,75,8150,Doctor,0
female,58,101990,Teacher,0
male,72,29208,Teacher,0
female,47,21987,Software Engineer,1
female,18,132056,Software Engineer,1
female,46,127472,Freelancer,1
male,56,12256,Student,0
female,25,95307,Video Editor,1
male,53,83118,Business Professional,0
male,71,124484,Video Editor,0
female,56,113202,Business Professional,0
female,32,77263,Business Professional,0
female,58,73202,Doctor,0
female,32,5260,Accountant,0
female,60,127616,Gamer,1
female,22,117079,Software Engineer,1
male,62,69951,Student,0
male,54,92224,Graphic Designer,1
male,69,81059,Accountant,0
male,41,49603,Business Professional,0
female,70,92776,Teacher,0
male,74,62394,Software Engineer,1
male,36,102764,Video Editor,1
male,42,14961,Software Engineer,1
female,73,131923,Graphic Designer,0
female,47,129002,Accountant,0
female,41,3947,Graphic Designer,0
male,35,139124,Student,0
male,49,74013,Freelancer,1
female,23,110964,Doctor,0
female,50,113711,Software Engineer,1
female,18,11216,Doctor,0
male,75,42228,Gamer,1
female,26,28985,Graphic Designer,1
male,56,50678,Gamer,1
female,37,3630,Doctor,0
female,71,33774,Graphic Designer,0
female,21,74205,Accountant,0
female,60,23609,Student,0
female,49,88436,Freelancer,1
female,22,23877,Software Engineer,1
female,27,77407,Freelancer,1
male,64,133162,Student,0
male,71,134155,Doctor,0
female,27,10017,Software Engineer,1
female,30,42373,Business Professional,0
female,70,90157,Business Professional,0
male,64,78505,Graphic Designer,1
male,31,23637,Student,1
male,22,98282,Doctor,1
female,64,4758,Doctor,0
male,31,3791,Video Editor,1
male,73,14618,Software Engineer,1
male,35,94184,Teacher,0
female,18,93910,Freelancer,1
female,40,73805,Software Engineer,1
male,52,35307,Accountant,0
male,55,124459,Teacher,0
male,59,17900,Graphic Designer,1
male,53,89929,Software Engineer,1
male,51,72461,Graphic Designer,1
female,61,64886,Software Engineer,1
male,20,29321,Teacher,0
male,29,73099,Business Professional,1
female,62,131218,Teacher,0
female,58,124062,Doctor,0
male,33,49988,Teacher,0
male,36,109473,Software Engineer,1
male,68,8132,Gamer,1
female,30,51682,Graphic Designer,1
male,18,42681,Accountant,0
male,32,14593,Software Engineer,1
male,57,72419,Student,0
male,70,63974,Teacher,0
female,53,13361,Software Engineer,1
female,19,24737,Teacher,0
female,21,35703,Student,0
female,55,118108,Gamer,1
female,26,90997,Doctor,0
male,46,55940,Accountant,0
male,32,117337,Business Professional,1
female,57,51206,Accountant,0
male,30,54444,Teacher,0
male,56,13150,Software Engineer,1
male,44,29378,Student,0
female,29,100483,Teacher,0
male,63,120819,Teacher,0
female,32,12904,Teacher,0
female,46,87504,Accountant,0
male,24,92997,Teacher,0
male,54,110650,Software Engineer,1
female,37,78842,Accountant,0
female,57,129880,Freelancer,0
female,49,76796,Doctor,0
female,25,20874,Graphic Designer,1
female,75,23204,Software Engineer,1
female,43,112655,Graphic Designer,1
female,51,100924,Doctor,0
female,49,112928,Graphic Designer,1
female,62,54566,Gamer,1
female,47,29470,Software Engineer,1
female,61,72947,Student,0
female,18,111271,Student,0
male,25,106761,Gamer,1
male,51,95919,Business Professional,0
male,74,106217,Business Professional,0
female,66,21214,Video Editor,0
female,57,101612,Video Editor,0
female,22,82328,Student,0
male,51,52604,Software Engineer,1
female,70,35061,Student,0
male,75,80234,Video Editor,0
female,73,118784,Student,0
female,18,104629,Software Engineer,1
female,30,5884,Freelancer,1
female,73,59018,Doctor,0
female,43,102408,Student,0
female,32,122037,Video Editor,1
female,37,10907,Student,0
male,55,93689,Video Editor,0
female,47,88160,Business Professional,0
female,59,71811,Accountant,0
male,28,77115,Doctor,1
female,29,102999,Doctor,0
male,19,59760,Doctor,1
female,26,15507,Graphic Designer,1
female,58,67047,Graphic Designer,0
female,64,85110,Doctor,0
female,52,22191,Accountant,0
female,49,47017,Doctor,0
female,70,27986,Software Engineer,1
female,39,84618,Graphic Designer,1
male,52,139131,Student,0
male,42,31901,Teacher,0
female,47,21893,Student,0
male,53,122150,Freelancer,1
male,70,47911,Accountant,0
male,73,134334,Teacher,0
male,47,82984,Software Engineer,1
female,70,29564,Video Editor,0
male,47,41802,Video Editor,1
female,47,84062,Software Engineer,1
male,35,64951,Teacher,0
male,52,96030,Graphic Designer,1
male,36,110165,Teacher,0
male,57,78764,Student,0
female,33,42164,Doctor,0
male,37,47179,Software Engineer,1
male,30,102881,Teacher,0
male,57,46216,Gamer,1
female,33,42963,Doctor,0
male,59,50869,Doctor,0
male,45,12648,Accountant,0
female,25,109920,Doctor,0
female,64,102281,Gamer,1
male,36,21043,Accountant,0
male,26,132829,Video Editor,1
male,68,63366,Doctor,0
female,27,124582,Teacher,0
female,22,120083,Video Editor,1
female,26,103483,Software Engineer,1
male,33,81330,Graphic Designer,1
male,66,39939,Graphic Designer,1
female,50,38436,Software Engineer,1
female,51,24250,Video Editor,0
female,38,104013,Video Editor,0
male,71,135081,Accountant,0
female,41,31419,Student,0
male,36,59835,Doctor,0
male,68,108335,Software Engineer,1
female,71,58409,Freelancer,0
male,21,66353,Freelancer,1
male,71,30133,Gamer,1
female,27,102189,Video Editor,1
female,30,112467,Accountant,0
female,47,11165,Teacher,0
female,18,127599,Teacher,0
female,49,139626,Graphic Designer,1
male,26,62009,Accountant,0
male,42,38656,Software Engineer,1
male,71,68121,Freelancer,1
female,42,132542,Freelancer,1
male,54,24197,Business Professional,0
female,60,46611,Business Professional,0
female,68,134252,Graphic Designer,0
female,55,105340,Doctor,0
male,60,56227,Graphic Designer,1
male,61,81712,Gamer,1
male,59,139818,Software Engineer,1
male,35,35697,Freelancer,1
female,63,117354,Graphic Designer,0
female,74,19559,Student,0
female,37,8728,Accountant,0
female,28,5820,Freelancer,1
female,54,50077,Accountant,0
female,20,122597,Freelancer,1
female,27,56259,Accountant,0
male,32,111578,Doctor,1
male,23,118373,Software Engineer,1
female,47,101614,Graphic Designer,1
male,61,46433,Student,0
female,56,101986,Gamer,1
female,57,129938,Accountant,0
female,39,42500,Business Professional,0
female,57,72538,Software Engineer,1
female,39,100614,Student,0
male,40,139370,Freelancer,1
female,67,62231,Software Engineer,1
male,55,19850,Freelancer,1
female,19,52725,Freelancer,1
male,25,3792,Doctor,0
male,63,81002,Teacher,0
male,66,31218,Student,0
female,28,125901,Accountant,0
male,61,101212,Teacher,0
male,37,81063,Gamer,1
female,33,101403,Freelancer,1
male,60,23614,Teacher,0
male,59,51819,Student,0
male,75,43257,Business Professional,0
female,71,7618,Video Editor,0
male,58,128743,Freelancer,1
female,48,62366,Business Professional,0
female,73,140000,Freelancer,0
male,54,118782,Graphic Designer,1
female,63,91341,Video Editor,0
female,32,13060,Student,0
female,20,9143,Gamer,1
female,71,124899,Accountant,0
female,33,111468,Graphic Designer,1
male,73,115990,Software Engineer,1
female,34,122022,Business Professional,0
male,72,56824,Student,0
male,60,139012,Teacher,0
female,28,22022,Business Professional,0
female,41,77086,Software Engineer,1
male,29,118020,Graphic Designer,1
female,36,9871,Student,0
male,54,109181,Graphic Designer,1
female,31,69450,Doctor,0
female,24,81854,Business Professional,0
female,19,63955,Software Engineer,1
male,30,119723,Gamer,1
male,57,138951,Teacher,0
male,75,59694,Video Editor,0
male,55,12790,Software Engineer,1
male,52,57542,Student,0
male,19,67671,Student,1
female,67,98674,Student,0
male,54,18952,Freelancer,1
male,61,54228,Graphic Designer,1
male,62,55087,Graphic Designer,1
male,67,118247,Video Editor,0
male,69,47979,Student,0
female,48,78254,Freelancer,1
male,70,60761,Gamer,1
male,72,137023,Student,0
female,24,9778,Student,0
male,72,86464,Accountant,0
female,33,47918,Accountant,0
female,40,70828,Freelancer,1
female,66,76097,Gamer,1
female,27,8016,Doctor,0
female,58,17446,Gamer,1
male,68,104231,Doctor,0
female,64,39744,Teacher,0
female,47,102977,Software Engineer,1
male,18,75514,Teacher,0
female,72,81301,Business Professional,0
male,52,64926,Graphic Designer,1
male,24,60379,Video Editor,1
male,75,92635,Graphic Designer,1
male,43,62875,Business Professional,0
female,37,48431,Freelancer,1
female,60,62347,Doctor,0
female,75,51898,Graphic Designer,0
female,53,65370,Accountant,0
female,40,110253,Freelancer,1
male,22,107053,Student,1
male,54,60424,Doctor,0
male,26,62927,Accountant,0
male,56,50163,Graphic Designer,1
male,68,92232,Freelancer,1
female,56,102418,Software Engineer,1
male,27,78816,Graphic Designer,1
female,53,75761,Freelancer,1
female,48,51634,Teacher,0
female,26,116074,Video Editor,1
male,32,27054,Gamer,1
female,54,89232,Software Engineer,1
male,49,24667,Freelancer,1
female,33,61205,Graphic Designer,1
female,58,109780,Student,0
female,70,7443,Student,0
male,40,28623,Software Engineer,1
male,54,64608,Gamer,1
male,73,121906,Gamer,1
female,32,65320,Doctor,0
female,20,51898,Accountant,0
female,29,127843,Student,0
male,50,89319,Software Engineer,1
male,32,43866,Video Editor,1
female,75,32313,Business Professional,0
male,60,136170,Gamer,1
male,60,38242,Gamer,1
male,46,108767,Accountant,0
female,52,74806,Graphic Designer,1
female,66,88658,Gamer,1
male,28,96311,Graphic Designer,1
male,22,36929,Freelancer,1
female,20,51944,Gamer,1
female,58,11908,Gamer,1
male,20,51596,Student,1
male,58,16290,Accountant,0
female,75,72837,Teacher,0
female,39,80510,Gamer,1
female,72,118591,Graphic Designer,0
female,56,68637,Teacher,0
female,42,110751,Accountant,0
female,63,91692,Accountant,0
male,49,97704,Business Professional,0
female,27,107490,Graphic Designer,1
female,54,108513,Freelancer,1
female,30,50414,Doctor,0
male,64,42732,Student,0
female,29,67137,Graphic Designer,1
male,21,137653,Teacher,0
female,19,87258,Doctor,0
female,45,26707,Freelancer,1
female,26,35215,Gamer,1
male,52,60683,Accountant,0
female,48,4678,Video Editor,0
male,60,43596,Teacher,0
male,39,132926,Freelancer,1
male,29,89378,Business Professional,1
male,72,117047,Video Editor,0
male,38,82304,Video Editor,1
male,75,117239,Student,0
male,33,23699,Video Editor,1
male,75,112773,Teacher,0
female,51,76741,Accountant,0
female,32,123906,Software Engineer,1
female,75,49376,Accountant,0
female,26,32754,Software Engineer,1
male,49,25131,Gamer,1
male,32,52927,Video Editor,1
female,32,78651,Software Engineer,1
male,35,93463,Graphic Designer,1
female,38,56578,Graphic Designer,1
male,21,119444,Gamer,1
female,31,132852,Software Engineer,1
female,39,110573,Gamer,1
male,68,132940,Doctor,0
female,66,19467,Video Editor,0
female,36,123991,Business Professional,0
male,45,28782,Video Editor,1
male,19,40026,Doctor,1
male,68,129490,Business Professional,0
male,31,65468,Graphic Designer,1
male,59,63472,Student,0
female,33,20660,Software Engineer,1
female,65,27932,Graphic Designer,0
male,29,36070,Gamer,1
female,44,44977,Accountant,0
female,59,28113,Freelancer,0
female,32,121430,Software Engineer,1
female,37,50744,Teacher,0
female,37,68460,Graphic Designer,1
female,57,37348,Software Engineer,1
male,47,81776,Software Engineer,1
male,33,36372,Accountant,0
male,72,33995,Business Professional,0
male,36,123492,Gamer,1
male,50,49457,Doctor,0
female,58,59533,Business Professional,0
female,57,31399,Video Editor,0
male,65,13661,Doctor,0
male,54,26743,Student,0
female,58,12861,Doctor,0
male,67,45961,Accountant,0
male,23,37533,Teacher,0
female,19,28424,Business Professional,0
female,60,14538,Graphic Designer,0
female,58,121912,Freelancer,0
female,56,73468,Accountant,0
female,44,33058,Gamer,1
female,68,115754,Student,0
male,31,55221,Video Editor,1
female,62,111005,Accountant,0
female,60,117440,Gamer,1
male,30,69000,Accountant,0
female,37,129425,Software Engineer,1
female,47,137574,Business Professional,0
female,65,131071,Gamer,1
female,25,30974,Business Professional,0
male,69,44080,Doctor,0
female,72,105556,Teacher,0
female,43,124811,Teacher,0
female,20,138240,Graphic Designer,1
male,63,84792,Doctor,0
female,66,132937,Gamer,1
female,54,72425,Doctor,0
male,60,113650,Doctor,0
male,26,15654,Video Editor,1
male,69,119829,Teacher,0
female,48,109224,Accountant,0
male,49,42697,Accountant,0
female,69,65016,Business Professional,0
male,52,87703,Freelancer,1
male,40,29820,Business Professional,0
male,47,44851,Video Editor,1
female,42,24759,Freelancer,1
male,63,116391,Teacher,0
male,24,16233,Business Professional,1
male,68,64713,Gamer,1
male,75,85455,Accountant,0
female,62,64801,Teacher,0
male,30,81860,Gamer,1
male,46,59808,Video Editor,1
male,62,94890,Gamer,1
female,39,133959,Student,0
male,56,137188,Gamer,1
male,26,97373,Student,1
female,27,88658,Teacher,0
male,53,138353,Accountant,0
male,72,86042,Video Editor,0
female,33,74568,Graphic Designer,1
female,18,47214,Accountant,0
female,71,84018,Student,0
female,66,92380,Doctor,0
male,36,80561,Video Editor,1
male,47,50480,Video Editor,1
female,25,15313,Video Editor,1
male,21,45010,Graphic Designer,1
female,49,93033,Accountant,0
male,40,65389,Video Editor,1
male,72,66803,Accountant,0
female,28,46053,Business Professional,0
male,60,56056,Software Engineer,1
female,41,47753,Teacher,0
male,71,76309,Software Engineer,1
male,30,41269,Teacher,0
female,19,110990,Gamer,1
male,46,134838,Business Professional,0
male,45,25316,Freelancer,1
female,20,72358,Business Professional,0
male,21,35830,Graphic Designer,1
male,31,89038,Accountant,0
female,29,81721,Teacher,0
female,33,58640,Business Professional,0
female,23,96030,Freelancer,1
female,69,20423,Video Editor,0
female,54,99598,Student,0
male,67,33635,Accountant,0
female,55,25155,Student,0
female,22,15269,Software Engineer,1
male,67,119090,Freelancer,1
female,26,19167,Doctor,0
female,54,80733,Business Professional,0
female,58,99362,Accountant,0
male,34,53147,Student,1
female,45,49413,Software Engineer,1
male,72,45325,Doctor,0
female,24,62789,Teacher,0
female,40,35444,Gamer,1
male,57,18560,Graphic Designer,1
male,51,120662,Graphic Designer,1
female,53,39200,Business Professional,0
female,49,57393,Doctor,0
male,43,30221,Video Editor,1
male,69,72377,Video Editor,0
male,24,96742,Student,1
female,54,121889,Gamer,1
male,61,11708,Doctor,0
male,74,112920,Doctor,0
female,28,80027,Student,0
male,18,28340,Student,1
female,30,42705,Student,0
female,75,94354,Teacher,0
female,69,131854,Doctor,0
female,63,41520,Software Engineer,1
female,67,30280,Student,0
female,40,38820,Gamer,1
male,65,38678,Business Professional,0
male,20,92811,Student,1
male,56,80413,Gamer,1
female,64,25912,Gamer,1
male,64,90633,Freelancer,1
female,51,10377,Accountant,0
female,57,91913,Software Engineer,1
male,33,94733,Video Editor,1
female,18,136245,Graphic Designer,1
male,63,114870,Business Professional,0
male,60,56598,Student,0
female,55,33997,Teacher,0
male,32,27001,Software Engineer,1
female,65,130246,Business Professional,0
female,61,45292,Student,0
male,25,121942,Gamer,1
female,68,100893,Teacher,0
female,22,96629,Doctor,0
female,61,137224,Student,0
male,72,108914,Doctor,0
female,42,3732,Business Professional,0
female,49,29841,Gamer,1
male,68,88173,Doctor,0
female,71,128675,Graphic Designer,0
female,35,108061,Software Engineer,1
male,57,42773,Video Editor,0
male,58,7520,Student,0
male,61,123457,Software Engineer,1
female,74,63524,Graphic Designer,0
male,32,62511,Student,1
female,51,56929,Graphic Designer,1
female,58,106229,Business Professional,0
male,58,135920,Freelancer,1
male,36,78785,Teacher,0
female,41,113145,Student,0
female,63,63920,Freelancer,0
male,20,47754,Freelancer,1
female,39,63914,Accountant,0
female,65,139451,Graphic Designer,0
female,18,11872,Gamer,1
female,59,91326,Software Engineer,1
male,19,51080,Student,1
female,28,52255,Business Professional,0
female,41,76487,Graphic Designer,1
male,32,57465,Software Engineer,1
male,50,134635,Accountant,0
female,28,97175,Teacher,0
female,26,26719,Teacher,0
female,63,25384,Graphic Designer,0
female,48,4927,Accountant,0
female,72,69406,Software Engineer,1
male,30,26018,Video Editor,1
female,65,18000,Gamer,1
male,51,59719,Video Editor,1
female,41,133874,Graphic Designer,1
female,60,40047,Video Editor,0
female,32,80224,Gamer,1
female,50,110301,Software Engineer,1
female,24,119221,Teacher,0
female,56,45291,Software Engineer,1
female,22,64161,Video Editor,1
male,31,47300,Teacher,0
male,49,79629,Software Engineer,1
female,37,76250,Video Editor,0
male,62,12898,Freelancer,1
male,36,124962,Software Engineer,1
male,37,106907,Gamer,1
female,53,56305,Student,0
male,53,60198,Freelancer,1
male,31,50178,Teacher,0
female,21,38020,Software Engineer,1
female,54,51326,Doctor,0
male,46,103493,Video Editor,1
female,51,71994,Freelancer,1
female,71,99477,Freelancer,0
female,45,98289,Gamer,1
male,52,18842,Gamer,1
female,49,129546,Accountant,0
male,25,78228,Accountant,0
female,33,8034,Teacher,0
female,72,56768,Freelancer,0
female,59,100148,Student,0
female,65,68678,Video Editor,0
female,25,83932,Business Professional,0
male,49,106000,Business Professional,0
